ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,CommunityID
GO:0051017,actin filament bundle assembly,32/991,62/3978,4.76324381839596e-06,7.12689122261886e-05,4.91933820370586e-05,LPAR1/ROCK1/ITGB5/WASF2/S1PR1/EPS8/TJP1/ABL1/CALD1/PXN/RDX/PAK2/CCDC88A/ARAP1/AIF1L/RHOA/F11R/FERMT2/RHOC/SWAP70/RAPGEF3/LIMA1/DLC1/CGNL1/TGFB3/EZR/ZEB2/CARMIL1/FLNA/SHROOM1/RGCC/SORBS3,32,8
GO:0010720,positive regulation of cell development,57/991,135/3978,5.51442891042321e-06,8.21209788913728e-05,5.66840233935274e-05,ITGB1/IL4R/MAG/MYRF/SMARCC1/HDAC1/TGFBR2/NOTCH2/INPP5D/SOX13/AP3B1/PLXNB1/RELA/ARID2/PHF10/ITPKB/AXL/FGF2/ASPA/HAPLN2/TNFRSF1B/ACTL6A/BCL2/SMO/GLI3/SHTN1/NOTCH1/PRKCH/RHOA/NFKBIZ/F11R/CBFB/DAG1/FES/TGFB1/IL6ST/CSF1/ANXA1/VSIR/LYN/CLDN5/NIBAN2/DISC1/NR2E1/RIPK1/SOX8/ID4/SERPINE2/PAX6/SOX10/NKX6-2/PLXNB3/BRD7/TGM2/ZFP36L1/DICER1/MAN2A1,57,8
GO:0051216,cartilage development,25/991,44/3978,5.69588540618327e-06,8.44268621888474e-05,5.82756598369956e-05,TRPS1/SMAD5/TGFBR2/NFIA/ITGB8/CHSY1/BMP7/FGF2/CREB3L2/SERPINH1/BMPR1B/GLI3/EVC/BMPR1A/TGFB1/NFIB/PBXIP1/TWSG1/CHST11/ZEB1/FGFR3/MEX3C/ARID5A/SOX5/SOX6,25,8
GO:0001837,epithelial to mesenchymal transition,23/991,39/3978,5.73022793042257e-06,8.4540851140932e-05,5.83543407357598e-05,ROCK1/WWTR1/TGFBR2/PHLDB1/IL17RD/NOTCH4/BMP7/TGFBR3/NOTCH1/FERMT2/FGFR2/DAG1/LRP6/TGFB1/TASOR/DAB2/TGFB2/CRB2/TGFB3/AKNA/FLNA/EMP2/RGCC,23,8
GO:0001934,positive regulation of protein phosphorylation,65/991,160/3978,5.87322835069122e-06,8.62494459647803e-05,5.95336986814705e-05,ENPP2/ERBB3/TGFBR2/SASH1/ABL1/LRP4/MAP3K11/TLR4/MOB1A/TNFRSF1A/YES1/ITGA5/WDFY2/PARP9/PLPP3/PAK2/FGF2/CCDC88A/TNFRSF10B/PDGFRB/P2RY1/CDKN1A/BCL2/IQGAP1/FYN/DDR2/HIPK2/TNFRSF10A/MOB3A/RHOA/FERMT2/PARP14/MOB3C/PRR5L/TGFB1/IL6ST/DOCK7/CSF1/RAP1A/ARAF/MAVS/DAB2/LYN/TGFB2/TNIK/ERBB2/TPD52L1/FGF1/PSEN1/STOX1/EGFR/PIBF1/BCAR3/RIPK1/AXIN1/FGFR3/PRRC1/CDK2AP1/PRKD1/PECAM1/FLT1/RASSF2/EMP2/RGCC/PLCG2,65,8
GO:0035265,organ growth,28/991,52/3978,6.49966834768628e-06,9.45731559580774e-05,6.52791412997945e-05,PDLIM5/PPARA/YAP1/S1PR1/TGFBR2/ABL1/LATS2/ARID2/YBX3/FGF2/BCL2/SMO/TGFBR3/NOTCH1/DDR2/EVC/BMPR1A/FGFR2/WWC3/FES/STK3/TGFB2/TMEM38B/WWC1/FGFR3/WWC2/ACACB/SERP1,28,8
GO:0043542,endothelial cell migration,28/991,52/3978,6.49966834768628e-06,9.45731559580774e-05,6.52791412997945e-05,SP1/ITGB1/SASH1/NFE2L2/ABL1/SP100/PXN/PLPP3/RIN2/FGF2/MAP3K3/NOTCH1/HDAC7/RHOA/SYNJ2BP/RHOJ/TGFB1/ANXA1/FGF1/NR2E1/ATOH8/PRKD1/ZEB2/AMOT/PRKX/PIK3C2A/EMP2/RGCC,28,8
GO:0060828,regulation of canonical Wnt signaling pathway,35/991,71/3978,6.63452540759734e-06,9.60945871821861e-05,6.63293095304132e-05,YAP1/WWTR1/HDAC1/FOXO1/KANK1/DAAM2/LRP4/LATS2/SMURF2/SOX13/NFKB1/ZNRF3/FGF2/TBL1X/GLI3/NOTCH1/LIMD1/FRMD8/FGFR2/MCC/TGFB1/STK3/LGR4/LZTS2/DAB2/G3BP1/PSEN1/SOX2/EGFR/WLS/AXIN1/ZEB2/SOX10/WNK1/GPC5,35,8
GO:0050680,negative regulation of epithelial cell proliferation,20/991,32/3978,6.86381700936572e-06,9.85159617814844e-05,6.80006638698771e-05,TGFBR3/NOTCH1/FGFR2/CDK6/SYNJ2BP/CDC73/MCC/PTCH1/TGFB1/NFIB/STK3/B4GALT1/DAB2/TGFB2/SOX2/ATOH8/ZEB1/PAX6/FLT1/RGCC,20,8
GO:0072009,nephron epithelium development,20/991,32/3978,6.86381700936572e-06,9.85159617814844e-05,6.80006638698771e-05,YAP1/WWTR1/NOTCH2/FGF2/BCL2/SMO/LAMB2/GLI3/IQGAP1/KLF15/SALL1/NOTCH1/PTCH1/MYO1E/LGR4/LZTS2/FGF1/EYA1/SOX8/PECAM1,20,8
GO:0042325,regulation of phosphorylation,101/991,278/3978,7.33012016852184e-06,0.000104734870155636,7.22932667165739e-05,ENPP2/TF/ROCK1/ERBB3/PARD3/CTDSP2/WWTR1/TGFBR2/SASH1/ABL1/LRP4/MAP3K11/LATS2/TLR4/MOB1A/TNFRSF1A/YES1/ITGA5/CTDSP1/WDFY2/PARP9/PLPP3/IKBKB/ITPKB/PAK2/AXL/DUSP16/BMP7/FGF2/CCDC88A/TNFRSF10B/PDGFRB/DDR1/P2RY1/CDKN1A/BCL2/IQGAP1/MVP/MCM7/SOCS4/FYN/DDR2/HIPK2/TNFRSF10A/MOB3A/RHOA/FERMT2/PARP14/TWF1/MOB3C/MERTK/FGFR2/LRP6/PRR5L/TGFB1/DNAJC3/IL6ST/IRAK3/PTPN13/DOCK7/RBL2/CSF1/RAP1A/PPP2R5A/ARAF/MAVS/DAB2/LYN/TGFB2/LRP5/CTDSPL/TNIK/ERBB2/TPD52L1/FGF1/PSEN1/STOX1/EGFR/FGR/PIBF1/BCAR3/PPP1R14A/RIPK1/AXIN1/FGFR3/PRRC1/CDK2AP1/PRKD1/PAX6/PECAM1/HERC5/PTPRB/FLT1/RASSF2/RBL1/NLRC5/EMP2/RGCC/SERTAD1/PHIP/PLCG2,101,8
GO:0045601,regulation of endothelial cell differentiation,10/991,11/3978,7.58672725179841e-06,0.000107915241447106,7.44885186865267e-05,ROCK1/VEZF1/TNFRSF1A/NOTCH4/IKBKB/NOTCH1/F11R/CLDN5/ATOH8/ZEB1,10,8
GO:0071222,cellular response to lipopolysaccharide,24/991,42/3978,7.68022085117227e-06,0.000108757413124636,7.50698278686012e-05,HADHB/SASH1/ABL1/TLR4/NFKB1/RELA/AXL/MYD88/TNFRSF1B/PLSCR4/RHOA/NFKBIZ/TNIP2/IRAK4/CDC73/CARD8/IRAK3/CAPN2/LITAF/LYN/TRIM5/SBNO2/ARID5A/PLCG2,24,8
GO:0009617,response to bacterium,47/991,106/3978,7.73287660366536e-06,0.000109016375941451,7.5248577008767e-05,CNP/TF/HADHB/MAPKAPK2/CHD7/SASH1/TFEB/ABL1/NOTCH2/RNASE1/TLR4/TNFRSF1A/ERBIN/CASP4/NFKB1/RELA/AXL/MYD88/TNFRSF1B/PLSCR4/MAPKAPK3/NOTCH1/HLA-E/RHOA/NFKBIZ/TNIP2/FGFR2/IRAK4/CDC73/NFIB/IFI44/CARD8/IRAK3/CAPN2/MAVS/LITAF/LYN/TRIM5/FGR/SBNO2/NFKB2/PRKD1/ARID5A/NOD1/NLRC5/BCL3/PLCG2,47,8
GO:0009790,embryo development,100/991,275/3978,7.80585883012745e-06,0.000109394526570972,7.5509595562362e-05,NIPBL/SETD2/KAT2B/ROCK1/GNA13/ITGB1/ITGB5/YAP1/YBX1/SMAD5/GABPA/HDAC1/CHD7/TGFBR2/VPS54/NFE2L2/TFEB/PCSK6/ABL1/PHACTR4/NOTCH2/LRP4/LATS2/PHLDB1/TEAD1/EYA2/ITGA5/ARID2/PLPP3/YBX3/BMP7/FGF2/MYO6/OTUD7B/ACTL6A/SMO/GLI3/SALL1/ECE1/NOTCH1/ITGAV/HIPK2/GNA12/BMPR1A/ADAM10/FGFR2/HIPK1/DAG1/PHGDH/LRP6/CDC73/PTCH1/TGFB1/STK3/MYO1E/CAPN2/TRIP6/TWSG1/TASOR/TGFB2/LRP5/ATP11A/DLC1/CRB2/MBP/PSEN1/NIBAN2/STOX1/SOX2/ATOH8/EGFR/EYA1/TGFB3/FRS2/TAL1/TTLL4/ITGA2/CHST11/SOX8/ZEB1/WLS/AXIN1/LRIG1/PAX6/CECR2/AMOT/SOX10/MFNG/TRIOBP/TEAD2/WNK1/SP3/FKBP10/ZFP36L1/FLT1/TEAD3/EMP2/NSRP1/MAN2A1/A2M,100,8
GO:0048565,digestive tract development,16/991,23/3978,7.82867513606892e-06,0.000109394526570972,7.5509595562362e-05,NIPBL/YAP1/SLC4A2/CDKN1A/BCL2/SMO/GLI3/SALL1/NOTCH1/FGFR2/IL6ST/LGR4/TGFB2/EGFR/TGFB3/SOX10,16,8
GO:0007507,heart development,60/991,146/3978,8.8026506954647e-06,0.000122464947394798,8.45314563553397e-05,REST/NIPBL/SETD2/KAT2B/ROCK1/ITGB1/PDLIM5/PPARA/YAP1/SMAD5/ERBB3/S1PR1/CHD7/TGFBR2/ABL1/NOTCH2/TNFRSF1A/ARID2/BMP7/FGF2/PDGFRB/TNFRSF1B/CDKN1A/SMO/GLI3/TRAF3IP2/TGFBR3/SALL1/ECE1/NOTCH1/RHOA/NFATC1/BMPR1A/FGFR2/DAG1/PDLIM3/FES/PTCH1/TGFB1/STK3/NEBL/TGFB2/ERBB2/DLC1/CLDN5/PSEN1/EGFR/EYA1/FRS2/LDB3/TEAD2/WNK1/ACACB/FLNA/SOX6/ZFP36L1/SRI/EMP2/NFATC4/PSKH1,60,8
GO:0001704,formation of primary germ layer,19/991,30/3978,8.87193523839187e-06,0.000122889862778074,8.48247542903015e-05,SETD2/ITGB1/ITGB5/EYA2/ITGA5/BMP7/ITGAV/BMPR1A/FGFR2/CDC73/TWSG1/CRB2/SOX2/ATOH8/EYA1/TAL1/ITGA2/WLS/AXIN1,19,8
GO:0045934,negative regulation of nucleobase-containing compound metabolic process,132/991,385/3978,9.1530515655392e-06,0.000126232519851697,8.71320240563915e-05,REST/NIPBL/RREB1/KAT2B/ZBTB20/TRPS1/PPARA/YAP1/YBX1/SMAD5/KLF3/MAPKAPK2/GABPA/WWTR1/HDAC1/FOXO1/IRF2/KAT6A/ABL1/NOTCH2/ZNF423/ZHX2/PHF21A/IFI16/SMURF2/ZBTB37/SOX13/NOTCH4/SP100/NFKB1/ZNF24/RELA/PARP9/PHF10/YBX3/MYD88/BMP7/USP3/OTUD7B/ZBTB10/TBL1X/CDKN1A/STAT3/SMO/ZFHX3/NACC2/GLI3/TRAF3IP2/KDM5A/PHF19/ZNF217/SALL1/RXRA/NOTCH1/TMBIM6/LIMD1/HDAC7/AASS/MXI1/HIPK2/POU2F1/MECOM/PARP14/CBFB/LIMS1/SFMBT2/TOB2/FGFR2/TCF3/CDK6/CDC73/WWC3/NFATC3/PTCH1/TGFB1/NFIB/PBXIP1/WAPL/UIMC1/TASOR/MXD4/LGR4/DAB2/GLIS3/PHC3/ELK4/PSEN1/OGG1/NIBAN2/SOX2/PTBP1/CDK2/NR2E1/ATOH8/TAL1/SBNO2/EZR/SOX8/HMBOX1/WWC1/ID4/BAG3/ZEB1/PRDM16/AXIN1/ZEB2/ARID5A/WWC2/PAX6/MITF/SOX10/NKX6-2/SMCHD1/TRIM22/BRD7/ZHX3/KANK2/SP3/ATF7IP/FLNA/TSC22D4/CCAR1/IRF7/SCAF8/SOX6/TGIF1/DICER1/RBL1/METTL16/BCL3/SORBS3/NFATC4,132,8
GO:0061005,cell differentiation involved in kidney development,15/991,21/3978,9.19969021536028e-06,0.000126326482091441,8.71968815126425e-05,YAP1/WWTR1/NOTCH2/SMO/LAMB2/GLI3/IQGAP1/KLF15/SALL1/NOTCH1/PTCH1/MYO1E/LGR4/GPR4/PRKX,15,8
GO:0002237,response to molecule of bacterial origin,31/991,61/3978,1.01578269953063e-05,0.000138882013918584,9.58633400645964e-05,CNP/HADHB/MAPKAPK2/SASH1/ABL1/TLR4/ERBIN/NFKB1/RELA/AXL/MYD88/TNFRSF1B/PLSCR4/MAPKAPK3/NOTCH1/RHOA/NFKBIZ/TNIP2/FGFR2/IRAK4/CDC73/CARD8/IRAK3/CAPN2/LITAF/LYN/TRIM5/SBNO2/NFKB2/ARID5A/PLCG2,31,8
GO:0030099,myeloid cell differentiation,53/991,125/3978,1.02134745705791e-05,0.000139043525055266,9.59748231615296e-05,TF/CFLAR/SMAD5/LBR/WASF2/GABPA/TGFBR2/VPS54/KAT6A/NOTCH2/TLR4/TET2/INPP5D/IFI16/AP3B1/ITGB8/CD81/PIP4K2A/ITPKB/SLC4A2/MYD88/STAT3/TGFBR3/GPR137B/HIPK2/CBFB/TOB2/CDK6/CDC73/FES/TGFB1/FLI1/CSF1/LYN/TMOD3/LTBR/PSEN1/TAL1/RIPK1/SBNO2/ANXA2/CASP10/MITF/PRKX/GAB2/PKNOX1/SP3/FLNA/IRF7/TCIRG1/ZFP36L1/RASSF2/WDR1,53,8
GO:0035633,maintenance of blood-brain barrier,11/991,13/3978,1.02711679508772e-05,0.000139231387778558,9.61044954468043e-05,ITGB1/TJP1/SLC12A2/F11R/LAMC1/CLDN5/ESAM/MBP/JAM3/ZEB2/PECAM1,11,8
GO:0048771,tissue remodeling,23/991,40/3978,1.03408269060452e-05,0.000139579161472235,9.63445463138809e-05,TF/ROCK1/DOCK5/S1PR1/CHD7/NOTCH2/INPP5D/NFKB1/SLC4A2/AXL/GPR137B/DDR2/PLEKHM1/TGFB1/SUCO/LGR4/LRP5/CRB1/MITF/FLNA/TCIRG1/RASSF2/TMBIM1,23,8
GO:0061028,establishment of endothelial barrier,14/991,19/3978,1.04460211656045e-05,0.000140401606513973,9.69122391813445e-05,ROCK1/TJP1/TNFRSF1A/RAP1B/RDX/IKBKB/MYD88/MSN/F11R/RAP1A/RAPGEF3/CLDN5/EZR/PECAM1,14,8
GO:0048871,multicellular organismal-level homeostasis,78/991,204/3978,1.05163462083206e-05,0.000140750422670012,9.71530096082913e-05,TF/CFLAR/ITGB1/IL4R/SOS2/YAP1/SMAD5/S1PR1/WWTR1/FOXO1/CRTC3/VPS54/CNTN2/TJP1/ABL1/ZNF423/TLR4/INPP5D/ADIPOR2/AP3B1/SLC12A2/ITPKB/SLC4A2/GPAM/AXL/CYBRD1/MTF1/BCL2/STAT3/SMO/TRAF3IP2/TGFBR3/APPL2/NOTCH1/GPR137B/PICALM/CHST3/HIPK2/NFKBIZ/F11R/PLEKHM1/TP53INP2/LAMC1/MERTK/CDK6/NFIB/ZNF516/DOCK7/MYCT1/CSF1/ANXA1/LGR4/LYN/GATM/TMOD3/CLDN5/CRB2/ESAM/MBP/SFXN5/FANCC/JAM3/CRB1/TAL1/TNS2/PRDM16/NEO1/MEX3C/ZEB2/PECAM1/PKNOX1/ACACB/SP3/SLC27A1/TCIRG1/ZFP36L1/RASSF2/SLC7A11,78,8
GO:0022407,regulation of cell-cell adhesion,49/991,113/3978,1.05617476174955e-05,0.000140764132112168,9.71624725536963e-05,IL4R/PPARA/MYO10/SMARCC1/TGFBR2/TJP1/ABL1/YES1/SOX13/AP3B1/NOTCH4/CD81/LRRC32/RELA/RDX/ARID2/PLPP3/PHF10/ITPKB/SLC4A2/GPAM/BMP7/ACTL6A/GLI3/NOTCH1/HLA-E/FYN/RHOA/NFKBIZ/F11R/CBFB/MEGF10/PIEZO1/TGFB1/IL6ST/TWSG1/SWAP70/ANXA1/CD9/VSIR/LYN/ERBB2/MBP/SOX2/SERPINE2/AKNA/BRD7/WNK1/RGCC,49,8
GO:0048332,mesoderm morphogenesis,13/991,17/3978,1.13043584195553e-05,0.000149079534462181,0.000102902180819452,SETD2/ITGB1/EYA2/BMP7/BMPR1A/FGFR2/TWSG1/CRB2/EYA1/TAL1/ITGA2/WLS/AXIN1,13,8
GO:0071345,cellular response to cytokine stimulus,72/991,185/3978,1.13734623184315e-05,0.000149079534462181,0.000102902180819452,IL4R/OSMR/YAP1/MAPKAPK2/VAMP3/EPS8/NFE2L2/RO60/LIFR/TRIM56/SPPL2A/TLR4/VRK2/KIF5B/CDC42EP4/IFI16/TNFRSF1A/ADIPOR2/IL17RD/ERBIN/SP100/CASP4/NFKB1/RELA/PARP9/SLC12A2/YBX3/IKBKB/AXL/IL1R1/MYD88/TNFRSF1B/LSM14A/STAT3/TRAF3IP2/APPL2/NOTCH1/RHOA/RFFL/NFKBIZ/NFATC1/PARP14/LIMS1/CNTFR/TNIP2/LDLRAP1/STXBP4/FLNB/HIPK1/WBP1L/IRAK4/IL6ST/CARD8/IRAK3/CAPN2/CSF1/MAVS/LYN/IFITM3/GSN/RIPK1/SBNO2/PAX6/RFX2/WNK1/IRF7/SLC27A1/TCIRG1/P4HB/ZFP36L1/NLRC5/IL13RA1,72,8
GO:0043534,blood vessel endothelial cell migration,18/991,28/3978,1.13736593126885e-05,0.000149079534462181,0.000102902180819452,SP1/ITGB1/NFE2L2/ABL1/FGF2/MAP3K3/NOTCH1/HDAC7/RHOA/RHOJ/TGFB1/ANXA1/NR2E1/PRKD1/AMOT/PIK3C2A/EMP2/RGCC,18,8
GO:0071260,cellular response to mechanical stimulus,18/991,28/3978,1.13736593126885e-05,0.000149079534462181,0.000102902180819452,MAG/TLR4/TNFRSF1A/NFKB1/MYD88/FGF2/TNFRSF10B/TNFRSF10A/F11R/DAG1/PIEZO1/MAP3K1/LTBR/KCNJ2/ITGA2/MAP3K2/BAG3/PIEZO2,18,8
GO:0007266,Rho protein signal transduction,26/991,48/3978,1.20958691716168e-05,0.00015789340334308,0.000108985955715672,LPAR1/ROCK1/GNA13/ITGB1/EPS8/RTKN/KANK1/ABL1/PHACTR4/CDC42EP4/ARHGAP42/SHTN1/ARHGAP5/RHOA/RHOU/GNA12/F11R/CDC42EP1/SYNJ2BP/RHOJ/DLC1/RHOG/GPR4/STARD8/KANK2/OPHN1,26,8
GO:0070371,ERK1 and ERK2 cascade,33/991,67/3978,1.24698133219629e-05,0.000162107573185518,0.000111894787358425,TF/CFLAR/ABL1/NOTCH2/TLR4/PDE8A/RAP1B/FGF2/PDGFRB/P2RY1/NOTCH1/ITGAV/NDRG2/FERMT2/STYX/FGFR2/SYNJ2BP/TGFB1/RAP1A/DAB2/LYN/ERBB2/FGF1/EGFR/FRS2/EZR/DENND2B/FGFR3/GNAI2/NOD1/ZFP36L1/SEMA6A/TIMP3,33,8
GO:0032970,regulation of actin filament-based process,54/991,129/3978,1.32245163617028e-05,0.000171217003670699,0.000118182573715754,LPAR1/ROCK1/CTNNA3/WASF2/S1PR1/EPS8/TJP1/KANK1/ABL1/DAAM2/ARHGAP17/ADD3/CDC42EP4/CD2AP/PXN/RDX/PAK2/SLC4A2/FCHSD2/CCDC88A/PDGFRB/ARAP1/RHOA/F11R/FERMT2/RHOC/TWF1/CDC42EP1/RHOQ/PREX1/SWAP70/RAPGEF3/TMOD3/LIMA1/DLC1/ESAM/CGNL1/GSN/JAM3/TGFB3/KCNJ2/PRKD1/RHOG/ZEB2/CARMIL1/KANK3/TRIOBP/KANK2/FLNA/SRI/RGCC/PLEKHG2/SORBS3/WDR1,54,8
GO:0009913,epidermal cell differentiation,20/991,33/3978,1.33803720309452e-05,0.000171832146081611,0.000118607175897575,ROCK1/CFLAR/YAP1/FA2H/HDAC1/PALLD/LATS2/CLIC4/FGF2/MYO6/CDKN1A/NOTCH1/PRKCH/NFKBIZ/FLNB/PTCH1/ANXA1/PAX6/TRIOBP/ZFP36L1,20,8
GO:0048593,camera-type eye morphogenesis,20/991,33/3978,1.33803720309452e-05,0.000171832146081611,0.000118607175897575,PHACTR4/NOTCH2/ZHX2/FAT1/BMP7/STAT3/GLI3/NOTCH1/HIPK2/HIPK1/LRP5/CRB2/CRB1/BCAR3/FRS2/SOX8/ZEB1/PAX6/SP3/MAN2A1,20,8
GO:0034446,substrate adhesion-dependent cell spreading,22/991,38/3978,1.38998857644205e-05,0.000177784022761055,0.0001227154600594,RREB1/DOCK1/DOCK5/VAMP3/KANK1/ABL1/PXN/AXL/ITGAV/RHOA/FERMT2/LIMS1/LAMC1/MERTK/PREX1/DAB2/ANTXR1/CARMIL1/TRIOBP/FLNA/PARVG/P4HB,22,8
GO:0050767,regulation of neurogenesis,50/991,117/3978,1.40390196450076e-05,0.000178127081255857,0.000122952256259435,REST/ITGB1/MAG/MYRF/YAP1/HDAC1/CHD7/CERS2/DAAM2/LRP4/PLXNB1/CTDSP1/RELA/CTNNA1/BMP7/FGF2/ASPA/HAPLN2/TNFRSF1B/SMO/DIP2B/GLI3/SHTN1/APPL2/NOTCH1/PRKCH/BMPR1A/DAG1/TGFB1/IL6ST/DOCK7/LYN/GPR37L1/PSEN1/DISC1/NR2E1/SOX8/ID4/ANXA2/SERPINE2/PAX6/SOX10/NKX6-2/PLXNB3/TGM2/SEMA4B/DICER1/SEMA6A/MAN2A1/NFATC4,50,8
GO:1903131,mononuclear cell differentiation,50/991,117/3978,1.40390196450076e-05,0.000178127081255857,0.000122952256259435,ITGB1/IL4R/SOS2/SMARCC1/CHD7/TGFBR2/ABL1/NOTCH2/INPP5D/IFI16/SOX13/AP3B1/ITGB8/ARID2/PHF10/ITPKB/SLC4A2/AXL/ACTL6A/BCL2/STAT3/GLI3/TRAF3IP2/RHOA/NFKBIZ/NFATC1/CBFB/MERTK/TCF3/CDK6/FES/TGFB1/CSF1/PREX1/ANXA1/VSIR/LYN/ERBB2/LTBR/PSEN1/ZEB1/MFNG/PKNOX1/BRD7/SP3/IRF7/TCIRG1/ZFP36L1/BCL3/PLCG2,50,8
GO:0097191,extrinsic apoptotic signaling pathway,36/991,76/3978,1.54130143942118e-05,0.000194781201826454,0.000134447766575637,CFLAR/YAP1/ERBB3/TLR4/TNFRSF1A/EYA2/SP100/RELA/PAK2/CTNNA1/TNFRSF10B/TNFRSF1B/BMPR1B/BCL2/ITPRIP/ITGAV/BOK/TNFRSF10A/RFFL/NFKBIZ/MCL1/HIPK1/TGFB1/STK3/PPP2R1B/TGFB2/LTBR/EYA1/RIPK1/BAG3/FGFR3/CASP10/MKNK2/TIMP3/TMBIM1/PHIP,36,8
GO:0002040,sprouting angiogenesis,19/991,31/3978,1.76111883923705e-05,0.000221677339605552,0.000153012831479242,ITGB1/TJP1/ABL1/ITGA5/FGF2/MAP3K3/NOTCH1/HDAC7/RHOA/SYNJ2BP/RHOJ/TGFB1/ANXA1/EPN2/FGF1/S100A1/NR2E1/PIK3C2A/SEMA6A,19,8
GO:0010811,positive regulation of cell-substrate adhesion,23/991,41/3978,1.80680877590437e-05,0.000224916281240642,0.000155248511641513,RREB1/ROCK1/DOCK1/DOCK5/ABL1/UTRN/ITGA5/RIN2/MAP4K4/FERMT2/LIMS1/DAG1/CDK6/CSF1/PREX1/DAB2/DISC1/EDIL3/CARMIL1/TRIOBP/FLNA/P4HB/EMP2,23,8
GO:0048592,eye morphogenesis,23/991,41/3978,1.80680877590437e-05,0.000224916281240642,0.000155248511641513,NIPBL/PHACTR4/NOTCH2/ZHX2/FAT1/BMP7/FGF2/BCL2/STAT3/GLI3/NOTCH1/HIPK2/HIPK1/LRP5/CRB2/CRB1/BCAR3/FRS2/SOX8/ZEB1/PAX6/SP3/MAN2A1,23,8
GO:0045665,negative regulation of neuron differentiation,16/991,24/3978,1.80812268967098e-05,0.000224916281240642,0.000155248511641513,REST/ITGB1/MAG/CNTN2/ZHX2/CTDSP1/BMP7/GLI3/NOTCH1/GPR37L1/SOX2/PTBP1/NR2E1/SOX8/ID4/PAX6,16,8
GO:0031099,regeneration,26/991,49/3978,1.97499068303866e-05,0.000244713689320258,0.000168913676838832,KLK6/CFLAR/MAG/YAP1/SELENON/VPS54/CERS2/CD81/AXL/CTNNA1/PTPN12/CDKN1A/BCL2/LAMB2/TGFBR3/NOTCH1/CPQ/NINJ2/DAG1/PTCH1/NFIB/ANXA1/CD9/SOX2/NEO1/FLNA,26,8
GO:0051336,regulation of hydrolase activity,81/991,217/3978,2.02068474614775e-05,0.00024940124571131,0.000172149263648876,REST/LPAR1/ROCK1/GNA13/ITGB1/SOS2/ARHGEF26/HIP1/HDAC1/PREX2/SIPA1/FGD4/ABL1/RASGRP3/SNX18/IFI16/PLXNB1/ARHGAP42/RDX/IKBKB/PAK2/ITGA1/WRN/FGF2/SH3BP4/PDGFRB/SERPINH1/STAT3/SERPINB6/MAP4K4/TMBIM6/ARAP1/GPR137B/DOCK6/PICALM/FYN/BOK/ANP32B/RHOA/GNA12/TBC1D12/RFFL/FERMT2/RHOC/LIMS1/FGFR2/ASPH/UACA/PBXIP1/CARD8/DOCK7/RAP1A/PREX1/ANXA1/VSIR/LYN/RAPGEF3/TGFB2/ERBB2/DLC1/CRB2/TBC1D2/MBP/APH1A/SOX2/GSN/EGFR/BCAR3/FGFR3/CASP10/RHOG/SERPINE2/MTSS2/SYDE1/PLXNB3/WNK1/TGM2/NOD1/FLT1/TBC1D2B/TIMP3,81,8
GO:0050878,regulation of body fluid levels,35/991,74/3978,2.10750461778493e-05,0.000259108707271852,0.000178849841084971,TLN1/GNA13/ANO6/PLSCR1/NFE2L2/TLR4/AP3B1/CLIC1/AXL/DDR1/P2RY1/TRAF3IP2/PAPSS2/PEAR1/GNA12/F11R/MERTK/MYL12A/FLI1/HPS5/IL6ST/CD9/LYN/RAB27A/ITGA2/ANXA2/SERPINE2/CSRP1/GNAI2/WNK1/FLNA/LMAN1/SLC7A11/EMP2/PLCG2,35,8
GO:0010717,regulation of epithelial to mesenchymal transition,15/991,22/3978,2.22794385763164e-05,0.000272858606811103,0.000188340712207837,WWTR1/TGFBR2/PHLDB1/IL17RD/BMP7/NOTCH1/FERMT2/DAG1/TGFB1/DAB2/TGFB2/CRB2/TGFB3/EMP2/RGCC,15,8
GO:0071219,cellular response to molecule of bacterial origin,24/991,44/3978,2.24855255649586e-05,0.000274323411892495,0.000189351794231231,HADHB/SASH1/ABL1/TLR4/NFKB1/RELA/AXL/MYD88/TNFRSF1B/PLSCR4/RHOA/NFKBIZ/TNIP2/IRAK4/CDC73/CARD8/IRAK3/CAPN2/LITAF/LYN/TRIM5/SBNO2/ARID5A/PLCG2,24,8
GO:0045664,regulation of neuron differentiation,27/991,52/3978,2.3010334317096e-05,0.000279650499823097,0.000193028817824398,TCF12/REST/ROCK1/ITGB1/MAG/CNTN2/ZHX2/CTDSP1/BMP7/FGF2/BCL2/ZFHX3/GLI3/NOTCH1/RHOA/TCF3/GPR37L1/SOX2/PTBP1/NR2E1/EYA1/SOX8/ID4/ZEB1/S1PR5/PAX6/HMG20B,27,8
