ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,CommunityID
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",1/2,37/3978,0.0185181181941968,0.0254624125170206,0.00389855119877827,NDUFB2,1,39
GO:0010257,NADH dehydrogenase complex assembly,1/2,37/3978,0.0185181181941968,0.0254624125170206,0.00389855119877827,NDUFB2,1,39
GO:0032981,mitochondrial respiratory chain complex I assembly,1/2,37/3978,0.0185181181941968,0.0254624125170206,0.00389855119877827,NDUFB2,1,39
GO:0033108,mitochondrial respiratory chain complex assembly,1/2,44/3978,0.0220020775568114,0.0295149820884055,0.00451904031975587,NDUFB2,1,39
GO:0019646,aerobic electron transport chain,1/2,58/3978,0.0289514128056333,0.0379125643883293,0.0058047945474954,NDUFB2,1,39
GO:0042773,ATP synthesis coupled electron transport,1/2,63/3978,0.0314273133868155,0.0392841417335194,0.00601479682044315,NDUFB2,1,39
GO:0042775,mitochondrial ATP synthesis coupled electron transport,1/2,63/3978,0.0314273133868155,0.0392841417335194,0.00601479682044315,NDUFB2,1,39
GO:0022904,respiratory electron transport chain,1/2,67/3978,0.0334057583240384,0.0408292601738247,0.00625136997876741,NDUFB2,1,39
GO:1902600,proton transmembrane transport,1/2,70/3978,0.0348882646357833,0.0417142294558279,0.00638686766787795,ATP5F1E,1,39
GO:0022900,electron transport chain,1/2,81/3978,0.0403143869102544,0.0471764102141274,0.00722318242512956,NDUFB2,1,39
GO:0006406,mRNA export from nucleus,2/4,24/3978,0.000207807120741845,0.0378528876775318,0.0202244296203719,YTHDC1/TPR,2,41
GO:0006405,RNA export from nucleus,2/4,29/3978,0.000305173268468606,0.0378528876775318,0.0202244296203719,YTHDC1/TPR,2,41
GO:0051028,mRNA transport,2/4,39/3978,0.000555105173356198,0.0378528876775318,0.0202244296203719,YTHDC1/TPR,2,41
GO:0050657,nucleic acid transport,2/4,52/3978,0.000988996971376654,0.0378528876775318,0.0202244296203719,YTHDC1/TPR,2,41
GO:0050658,RNA transport,2/4,52/3978,0.000988996971376654,0.0378528876775318,0.0202244296203719,YTHDC1/TPR,2,41
GO:0051236,establishment of RNA localization,2/4,54/3978,0.00106659016192896,0.0378528876775318,0.0202244296203719,YTHDC1/TPR,2,41
GO:0019827,stem cell population maintenance,2/4,55/3978,0.00110646482485468,0.0378528876775318,0.0202244296203719,ZC3H13/PCM1,2,41
GO:0098727,maintenance of cell number,2/4,56/3978,0.00114705720234945,0.0378528876775318,0.0202244296203719,ZC3H13/PCM1,2,41
GO:0015931,nucleobase-containing compound transport,2/4,62/3978,0.001405641631294,0.0384533325254604,0.0205452414609717,YTHDC1/TPR,2,41
GO:0051168,nuclear export,2/4,65/3978,0.00154456250665643,0.0384533325254604,0.0205452414609717,YTHDC1/TPR,2,41
GO:0040029,epigenetic regulation of gene expression,2/4,69/3978,0.00173973039881191,0.0384533325254604,0.0205452414609717,YTHDC1/TPR,2,41
GO:0006403,RNA localization,2/4,70/3978,0.0017902924197983,0.0384533325254604,0.0205452414609717,YTHDC1/TPR,2,41
GO:0090316,positive regulation of intracellular protein transport,2/4,72/3978,0.00189353531375373,0.0384533325254604,0.0205452414609717,TPR/PCM1,2,41
GO:0032388,positive regulation of intracellular transport,2/4,85/3978,0.00263309086426412,0.0496525705832663,0.0265288853993528,TPR/PCM1,2,41
GO:0034765,regulation of monoatomic ion transmembrane transport,4/6,133/3978,1.70170309991904e-05,0.00804202433684578,0.0053581790377565,JPH1/PDPK1/CACNA1E/NEDD4L,4,42
GO:0043269,regulation of monoatomic ion transport,4/6,155/3978,3.13095732151652e-05,0.00804202433684578,0.0053581790377565,JPH1/PDPK1/CACNA1E/NEDD4L,4,42
GO:0034762,regulation of transmembrane transport,4/6,170/3978,4.51799120047516e-05,0.00804202433684578,0.0053581790377565,JPH1/PDPK1/CACNA1E/NEDD4L,4,42
GO:0097553,calcium ion transmembrane import into cytosol,3/6,60/3978,6.31995384059425e-05,0.00843713837719333,0.00562143262663384,JPH1/PDPK1/CACNA1E,3,42
GO:0030001,metal ion transport,4/6,226/3978,0.000139076839191718,0.0129880448730597,0.00865357612279554,JPH1/PDPK1/CACNA1E/NEDD4L,4,42
GO:0098662,inorganic cation transmembrane transport,4/6,248/3978,0.000200277855905792,0.0129880448730597,0.00865357612279554,JPH1/PDPK1/CACNA1E/NEDD4L,4,42
GO:0071364,cellular response to epidermal growth factor stimulus,2/6,16/3978,0.000225423975173531,0.0129880448730597,0.00865357612279554,BAIAP2/PDPK1,2,42
GO:0098655,monoatomic cation transmembrane transport,4/6,256/3978,0.000226802785924542,0.0129880448730597,0.00865357612279554,JPH1/PDPK1/CACNA1E/NEDD4L,4,42
GO:0070588,calcium ion transmembrane transport,3/6,97/3978,0.000266586628362167,0.0129880448730597,0.00865357612279554,JPH1/PDPK1/CACNA1E,3,42
GO:0098660,inorganic ion transmembrane transport,4/6,267/3978,0.00026738239095161,0.0129880448730597,0.00865357612279554,JPH1/PDPK1/CACNA1E/NEDD4L,4,42
GO:0070849,response to epidermal growth factor,2/6,18/3978,0.000287029579070778,0.0129880448730597,0.00865357612279554,BAIAP2/PDPK1,2,42
GO:1904062,regulation of monoatomic cation transmembrane transport,3/6,100/3978,0.00029186617692269,0.0129880448730597,0.00865357612279554,JPH1/PDPK1/NEDD4L,3,42
GO:0006816,calcium ion transport,3/6,109/3978,0.000376969690601809,0.0129961668746316,0.00865898758845948,JPH1/PDPK1/CACNA1E,3,42
GO:0010959,regulation of metal ion transport,3/6,110/3978,0.000387315719441266,0.0129961668746316,0.00865898758845948,JPH1/PDPK1/NEDD4L,3,42
GO:0006812,monoatomic cation transport,4/6,294/3978,0.000389398258415929,0.0129961668746316,0.00865898758845948,JPH1/PDPK1/CACNA1E/NEDD4L,4,42
GO:0034220,monoatomic ion transmembrane transport,4/6,294/3978,0.000389398258415929,0.0129961668746316,0.00865898758845948,JPH1/PDPK1/CACNA1E/NEDD4L,4,42
GO:0048814,regulation of dendrite morphogenesis,2/6,25/3978,0.000560160907634465,0.0166181069264891,0.0110721863614298,BAIAP2/NEDD4L,2,42
GO:0051279,regulation of release of sequestered calcium ion into cytosol,2/6,25/3978,0.000560160907634465,0.0166181069264891,0.0110721863614298,JPH1/PDPK1,2,42
GO:0006811,monoatomic ion transport,4/6,340/3978,0.000684808152736338,0.0187042408827812,0.0124621198864184,JPH1/PDPK1/CACNA1E/NEDD4L,4,42
GO:0051094,positive regulation of developmental process,4/6,342/3978,0.000700533366396301,0.0187042408827812,0.0124621198864184,BAIAP2/PDPK1/MRTFB/NEDD4L,4,42
GO:0050773,regulation of dendrite development,2/6,34/3978,0.00104117713422669,0.0264756471274787,0.0176399935523118,BAIAP2/NEDD4L,2,42
GO:0051209,release of sequestered calcium ion into cytosol,2/6,38/3978,0.00130121033079232,0.0292765004419374,0.0195061248755664,JPH1/PDPK1,2,42
GO:0055085,transmembrane transport,4/6,402/3978,0.0013064169385115,0.0292765004419374,0.0195061248755664,JPH1/PDPK1/CACNA1E/NEDD4L,4,42
GO:0051282,regulation of sequestering of calcium ion,2/6,39/3978,0.00137062267986598,0.0292765004419374,0.0195061248755664,JPH1/PDPK1,2,42
GO:0051283,negative regulation of sequestering of calcium ion,2/6,39/3978,0.00137062267986598,0.0292765004419374,0.0195061248755664,JPH1/PDPK1,2,42
GO:0008286,insulin receptor signaling pathway,2/6,42/3978,0.00158937090930479,0.0314342246506947,0.0209437570115017,BAIAP2/PDPK1,2,42
GO:0051208,sequestering of calcium ion,2/6,42/3978,0.00158937090930479,0.0314342246506947,0.0209437570115017,JPH1/PDPK1,2,42
GO:1903169,regulation of calcium ion transmembrane transport,2/6,50/3978,0.0022491405727947,0.042894323781156,0.0285793050227296,JPH1/PDPK1,2,42
GO:0070988,demethylation,1/1,14/3978,0.00351935646053281,0.0281548516842625,0.0148183429917171,KDM6A,1,43
GO:0016570,histone modification,1/1,38/3978,0.00955253896430364,0.0382101558572145,0.0201106083459024,KDM6A,1,43
GO:0070841,inclusion body assembly,2/2,11/3978,6.95300137682068e-06,0.00100881729067326,0.000578862315582201,HSPA1B/DNAJB1,2,44
GO:0051085,chaperone cofactor-dependent protein refolding,2/2,14/3978,1.1504056823467e-05,0.00100881729067326,0.000578862315582201,HSPA1B/DNAJB1,2,44
GO:0006458,'de novo' protein folding,2/2,16/3978,1.51701848221542e-05,0.00100881729067326,0.000578862315582201,HSPA1B/DNAJB1,2,44
GO:0051084,'de novo' post-translational protein folding,2/2,16/3978,1.51701848221542e-05,0.00100881729067326,0.000578862315582201,HSPA1B/DNAJB1,2,44
GO:0034605,cellular response to heat,2/2,32/3978,6.27034305982375e-05,0.00333582250782624,0.00191410472352515,HSPA1B/DNAJB1,2,44
GO:0061077,chaperone-mediated protein folding,2/2,38/3978,8.88719994164535e-05,0.00393919132548605,0.00226031951798764,HSPA1B/DNAJB1,2,44
GO:0009408,response to heat,2/2,41/3978,0.000103662929618054,0.00393919132548605,0.00226031951798764,HSPA1B/DNAJB1,2,44
GO:0009266,response to temperature stimulus,2/2,57/3978,0.000201763458134651,0.00670863498297715,0.00384943439862163,HSPA1B/DNAJB1,2,44
GO:0006457,protein folding,2/2,90/3978,0.000506304918439397,0.0149641231449866,0.00858645768113598,HSPA1B/DNAJB1,2,44
GO:0001654,eye development,2/2,94/3978,0.000552573982146968,0.00490502642582988,0.00123916457073597,SMOC1/MEGF11,2,46
GO:0048880,sensory system development,2/2,97/3978,0.000588603171099585,0.00490502642582988,0.00123916457073597,SMOC1/MEGF11,2,46
GO:0150063,visual system development,2/2,97/3978,0.000588603171099585,0.00490502642582988,0.00123916457073597,SMOC1/MEGF11,2,46
GO:0007423,sensory organ development,2/2,125/3978,0.000979741103097462,0.00612338189435914,0.00154695963646968,SMOC1/MEGF11,2,46
GO:0060042,retina morphogenesis in camera-type eye,1/2,18/3978,0.00903043177000773,0.0427285638019419,0.010794584539438,MEGF11,1,46
GO:0003407,neural retina development,1/2,21/3978,0.0105315215581598,0.0427285638019419,0.010794584539438,MEGF11,1,46
GO:0034109,homotypic cell-cell adhesion,1/2,27/3978,0.0135302878428792,0.0427285638019419,0.010794584539438,MEGF11,1,46
GO:0048593,camera-type eye morphogenesis,1/2,33/3978,0.0165245030721521,0.0427285638019419,0.010794584539438,MEGF11,1,46
GO:0045667,regulation of osteoblast differentiation,1/2,38/3978,0.0190162059291905,0.0427285638019419,0.010794584539438,SMOC1,1,46
GO:0048736,appendage development,1/2,39/3978,0.0195141672459781,0.0427285638019419,0.010794584539438,SMOC1,1,46
GO:0060173,limb development,1/2,39/3978,0.0195141672459781,0.0427285638019419,0.010794584539438,SMOC1,1,46
GO:0048592,eye morphogenesis,1/2,41/3978,0.0205097106249321,0.0427285638019419,0.010794584539438,MEGF11,1,46
GO:0060041,retina development in camera-type eye,1/2,48/3978,0.0239901302777544,0.0433041849386524,0.0109400046160806,MEGF11,1,46
GO:0030198,extracellular matrix organization,1/2,56/3978,0.0279601676457123,0.0433041849386524,0.0109400046160806,SMOC1,1,46
GO:0043062,extracellular structure organization,1/2,56/3978,0.0279601676457123,0.0433041849386524,0.0109400046160806,SMOC1,1,46
GO:0045229,external encapsulating structure organization,1/2,56/3978,0.0279601676457123,0.0433041849386524,0.0109400046160806,SMOC1,1,46
GO:0090596,sensory organ morphogenesis,1/2,59/3978,0.0294468457582836,0.0433041849386524,0.0109400046160806,MEGF11,1,46
GO:0001649,osteoblast differentiation,1/2,64/3978,0.0319221142484316,0.0443362697894884,0.011200741841555,SMOC1,1,46
GO:0032611,interleukin-1 beta production,1/2,11/3978,0.00552346429374595,0.0490665581605145,0.0272331136201899,TMEM106A,1,52
GO:0032651,regulation of interleukin-1 beta production,1/2,11/3978,0.00552346429374595,0.0490665581605145,0.0272331136201899,TMEM106A,1,52
GO:0032731,positive regulation of interleukin-1 beta production,1/2,11/3978,0.00552346429374595,0.0490665581605145,0.0272331136201899,TMEM106A,1,52
GO:0080164,regulation of nitric oxide metabolic process,1/2,11/3978,0.00552346429374595,0.0490665581605145,0.0272331136201899,TMEM106A,1,52
GO:0046209,nitric oxide metabolic process,1/2,12/3978,0.00602483890211858,0.0490665581605145,0.0272331136201899,TMEM106A,1,52
GO:2001057,reactive nitrogen species metabolic process,1/2,12/3978,0.00602483890211858,0.0490665581605145,0.0272331136201899,TMEM106A,1,52
GO:0032732,positive regulation of interleukin-1 production,1/2,15/3978,0.00752820421799372,0.0490665581605145,0.0272331136201899,TMEM106A,1,52
GO:0032612,interleukin-1 production,1/2,16/3978,0.00802907315353874,0.0490665581605145,0.0272331136201899,TMEM106A,1,52
GO:0032652,regulation of interleukin-1 production,1/2,16/3978,0.00802907315353874,0.0490665581605145,0.0272331136201899,TMEM106A,1,52
GO:0001775,cell activation,3/3,248/3978,0.000239561484532829,0.0491169683037005,0.0263895991982601,NFATC2/TGFBR1/IL17RA,3,57
GO:0051216,cartilage development,2/3,44/3978,0.000356248287445047,0.0491169683037005,0.0263895991982601,NFATC2/TGFBR1,2,57
GO:0010628,positive regulation of gene expression,3/3,290/3978,0.00038372631487266,0.0491169683037005,0.0263895991982601,NFATC2/TGFBR1/IL17RA,3,57
GO:0048568,embryonic organ development,2/2,92/3978,0.000529186613879481,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0001525,angiogenesis,2/2,112/3978,0.000785815573787589,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0048514,blood vessel morphogenesis,2/2,135/3978,0.00114345268096988,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0001568,blood vessel development,2/2,159/3978,0.001587939096259,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0001944,vasculature development,2/2,167/3978,0.00175228276516567,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0061061,muscle structure development,2/2,167/3978,0.00175228276516567,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0035239,tube morphogenesis,2/2,196/3978,0.00241585193292806,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0035295,tube development,2/2,243/3978,0.00371707453604834,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0060429,epithelium development,2/2,251/3978,0.00396637123995908,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0072359,circulatory system development,2/2,256/3978,0.00412629027162595,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0048646,anatomical structure formation involved in morphogenesis,2/2,266/3978,0.00445560970047355,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0009790,embryo development,2/2,275/3978,0.00476280594312218,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0001974,blood vessel remodeling,1/2,10/3978,0.00502196326716697,0.0458433299198101,0.0162240459788801,EPAS1,1,60
GO:0031952,regulation of protein autophosphorylation,1/2,10/3978,0.00502196326716697,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0035909,aorta morphogenesis,1/2,10/3978,0.00502196326716697,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0055008,cardiac muscle tissue morphogenesis,1/2,10/3978,0.00502196326716697,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0061384,heart trabecula morphogenesis,1/2,10/3978,0.00502196326716697,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0010712,regulation of collagen metabolic process,1/2,11/3978,0.00552346429374595,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0030513,positive regulation of BMP signaling pathway,1/2,11/3978,0.00552346429374595,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0060415,muscle tissue morphogenesis,1/2,11/3978,0.00552346429374595,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:2000434,regulation of protein neddylation,1/2,11/3978,0.00552346429374595,0.0458433299198101,0.0162240459788801,EPAS1,1,60
GO:0045944,positive regulation of transcription by RNA polymerase II,2/2,308/3978,0.00597679998351506,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0003208,cardiac ventricle morphogenesis,1/2,12/3978,0.00602483890211858,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0032964,collagen biosynthetic process,1/2,12/3978,0.00602483890211858,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0048644,muscle organ morphogenesis,1/2,12/3978,0.00602483890211858,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0003197,endocardial cushion development,1/2,13/3978,0.00652608709228364,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0045116,protein neddylation,1/2,13/3978,0.00652608709228364,0.0458433299198101,0.0162240459788801,EPAS1,1,60
GO:0061383,trabecula morphogenesis,1/2,13/3978,0.00652608709228364,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0009628,response to abiotic stimulus,2/2,325/3978,0.00665591859072017,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0048844,artery morphogenesis,1/2,14/3978,0.00702720886424202,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0051145,smooth muscle cell differentiation,1/2,14/3978,0.00702720886424202,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0140962,multicellular organismal-level chemical homeostasis,1/2,14/3978,0.00702720886424202,0.0458433299198101,0.0162240459788801,EPAS1,1,60
GO:0009299,mRNA transcription,1/2,15/3978,0.00752820421799372,0.0458433299198101,0.0162240459788801,EPAS1,1,60
GO:0042789,mRNA transcription by RNA polymerase II,1/2,15/3978,0.00752820421799372,0.0458433299198101,0.0162240459788801,EPAS1,1,60
GO:0060411,cardiac septum morphogenesis,1/2,16/3978,0.00802907315353874,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0010718,positive regulation of epithelial to mesenchymal transition,1/2,17/3978,0.00852981567087674,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0051149,positive regulation of muscle cell differentiation,1/2,17/3978,0.00852981567087674,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0001947,heart looping,1/2,18/3978,0.00903043177000773,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0006584,catecholamine metabolic process,1/2,18/3978,0.00903043177000773,0.0458433299198101,0.0162240459788801,EPAS1,1,60
GO:0009712,catechol-containing compound metabolic process,1/2,18/3978,0.00903043177000773,0.0458433299198101,0.0162240459788801,EPAS1,1,60
GO:0035904,aorta development,1/2,18/3978,0.00903043177000773,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0061371,determination of heart left/right asymmetry,1/2,18/3978,0.00903043177000773,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0120162,positive regulation of cold-induced thermogenesis,1/2,18/3978,0.00903043177000773,0.0458433299198101,0.0162240459788801,EPAS1,1,60
GO:0031399,regulation of protein modification process,2/2,384/3978,0.00929628925901611,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
GO:0003143,embryonic heart tube morphogenesis,1/2,20/3978,0.0100312847136492,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0003151,outflow tract morphogenesis,1/2,20/3978,0.0100312847136492,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0003206,cardiac chamber morphogenesis,1/2,20/3978,0.0100312847136492,0.0458433299198101,0.0162240459788801,ENG,1,60
GO:0051240,positive regulation of multicellular organismal process,2/2,399/3978,0.0100377320421989,0.0458433299198101,0.0162240459788801,EPAS1/ENG,2,60
